	Unnamed: 0	gene_id	gene_name
326	326.0	ENSG00000117676	RPS6KA1
327	327.0	ENSG00000071242	RPS6KA2
328	328.0	ENSG00000177189	RPS6KA3
329	329.0	ENSG00000162302	RPS6KA4
330	330.0	ENSG00000100784	RPS6KA5
331	331.0	ENSG00000072133	RPS6KA6
332	332.0	ENSG00000108443	RPS6KB1
333	333.0	ENSG00000175634	RPS6KB2
334	334.0	ENSG00000136643	RPS6KC1
335	335.0	ENSG00000182492	BGN
336	336.0	ENSG00000171863	RPS7
337	337.0	ENSG00000142937	RPS8
338	338.0	ENSG00000170889	RPS9
339	339.0	ENSG00000214889	RPS9P1
340	340.0	ENSG00000144580	CNOT9
341	341.0	ENSG00000166592	RRAD
342	342.0	ENSG00000126458	RRAS
343	343.0	ENSG00000125844	RRBP1
344	344.0	ENSG00000124782	RREB1
345	345.0	ENSG00000180245	RRH
346	346.0	ENSG00000167325	RRM1
347	347.0	ENSG00000171848	RRM2
348	348.0	ENSG00000236484	RRM2P2
349	349.0	ENSG00000214018	RRM2P3
350	350.0	ENSG00000235598	RRM2P4
351	351.0	ENSG00000102104	RS1
352	352.0	ENSG00000215695	RSC1A1
353	353.0	ENSG00000134107	BHLHE40
354	354.0	ENSG00000130779	CLIP1
355	355.0	ENSG00000148484	RSU1
356	356.0	ENSG00000114993	RTKN
357	357.0	ENSG00000139970	RTN1
358	358.0	ENSG00000125744	RTN2
359	359.0	ENSG00000133318	RTN3
360	360.0	ENSG00000145692	BHMT
361	361.0	ENSG00000159216	RUNX1
362	362.0	ENSG00000124813	RUNX2
363	363.0	ENSG00000020633	RUNX3
364	364.0	ENSG00000175792	RUVBL1
365	365.0	ENSG00000183207	RUVBL2
366	366.0	ENSG00000186350	RXRA
367	367.0	ENSG00000204231	RXRB
368	368.0	ENSG00000143171	RXRG
369	369.0	ENSG00000132840	BHMT2
370	370.0	ENSG00000163602	RYBP
371	371.0	ENSG00000163785	RYK
372	372.0	ENSG00000263219	RYKP1
373	373.0	ENSG00000196218	RYR1
374	374.0	ENSG00000198626	RYR2
375	375.0	ENSG00000198838	RYR3
376	376.0	ENSG00000160678	S100A1
377	377.0	ENSG00000197747	S100A10
378	378.0	ENSG00000163191	S100A11
379	379.0	ENSG00000163221	S100A12
380	380.0	ENSG00000151746	BICD1
381	381.0	ENSG00000189171	S100A13
382	382.0	ENSG00000237632	S100A11P1
383	383.0	ENSG00000196754	S100A2
384	384.0	ENSG00000188015	S100A3
385	385.0	ENSG00000196154	S100A4
386	386.0	ENSG00000196420	S100A5
387	387.0	ENSG00000197956	S100A6
388	388.0	ENSG00000143556	S100A7
389	389.0	ENSG00000143546	S100A8
390	390.0	ENSG00000163220	S100A9
391	391.0	ENSG00000158158	CNNM4
392	392.0	ENSG00000015475	BID
393	393.0	ENSG00000160307	S100B
394	394.0	ENSG00000163993	S100P
395	395.0	ENSG00000100290	BIK
396	396.0	ENSG00000173432	SAA1
397	397.0	ENSG00000134339	SAA2
398	398.0	ENSG00000166787	SAA3P
399	399.0	ENSG00000148965	SAA4
400	400.0	ENSG00000223501	VPS52
401	401.0	ENSG00000151835	SACS
402	402.0	ENSG00000136717	BIN1
403	403.0	ENSG00000160633	SAFB
404	404.0	ENSG00000130561	SAG
405	405.0	ENSG00000005187	ACSM3
406	406.0	ENSG00000103449	SALL1
407	407.0	ENSG00000227391	SALL1P1
408	408.0	ENSG00000165821	SALL2
409	409.0	ENSG00000256463	SALL3
410	410.0	ENSG00000155307	SAMSN1
411	411.0	ENSG00000110934	BIN2
412	412.0	ENSG00000150459	SAP18
413	413.0	ENSG00000164105	SAP30
414	414.0	ENSG00000079332	SAR1A
415	415.0	ENSG00000152700	SAR1B
416	416.0	ENSG00000123453	SARDH
417	417.0	ENSG00000031698	SARS1
418	418.0	ENSG00000175467	SART1
419	419.0	ENSG00000135452	TSPAN31
420	420.0	ENSG00000147439	BIN3
421	421.0	ENSG00000130066	SAT1
422	422.0	ENSG00000182568	SATB1
423	423.0	ENSG00000100241	SBF1
424	424.0	ENSG00000052802	MSMO1
425	425.0	ENSG00000224339	SC4MOP
426	426.0	ENSG00000109929	SC5D
427	427.0	ENSG00000124788	ATXN1
428	428.0	ENSG00000130638	ATXN10
429	429.0	ENSG00000166619	BLCAP
430	430.0	ENSG00000204842	ATXN2
431	431.0	ENSG00000163635	ATXN7
432	432.0	ENSG00000230223	ATXN8OS
433	433.0	ENSG00000085365	SCAMP1
434	434.0	ENSG00000140497	SCAMP2
435	435.0	ENSG00000116521	SCAMP3
436	436.0	ENSG00000171222	SCAND1
437	437.0	ENSG00000176700	SCAND2P
438	438.0	ENSG00000057149	SERPINB3
439	439.0	ENSG00000136573	BLK
440	440.0	ENSG00000206073	SERPINB4
441	441.0	ENSG00000099194	SCD
442	442.0	ENSG00000226549	SCDP1
443	443.0	ENSG00000136155	SCEL
444	444.0	ENSG00000171951	SCG2
445	445.0	ENSG00000105472	CLEC11A
446	446.0	ENSG00000104435	STMN2
447	447.0	ENSG00000197299	BLM
448	448.0	ENSG00000047634	SCML1
449	449.0	ENSG00000102098	SCML2
450	450.0	ENSG00000185313	SCN10A
451	451.0	ENSG00000168356	SCN11A
452	452.0	ENSG00000144285	SCN1A
453	453.0	ENSG00000105711	SCN1B
454	454.0	ENSG00000136531	SCN2A
455	455.0	ENSG00000149575	SCN2B
456	456.0	ENSG00000108578	BLMH
457	457.0	ENSG00000153253	SCN3A
458	458.0	ENSG00000007314	SCN4A
459	459.0	ENSG00000177098	SCN4B
460	460.0	ENSG00000183873	SCN5A
461	461.0	ENSG00000136546	SCN7A
462	462.0	ENSG00000196876	SCN8A
463	463.0	ENSG00000169432	SCN9A
464	464.0	ENSG00000111319	SCNN1A
465	465.0	ENSG00000160683	CXCR5
466	466.0	ENSG00000168447	SCNN1B
467	467.0	ENSG00000162572	SCNN1D
468	468.0	ENSG00000166828	SCNN1G
469	469.0	ENSG00000133028	SCO1
470	470.0	ENSG00000284194	SCO2
471	471.0	ENSG00000116171	SCP2
472	472.0	ENSG00000070031	SCT
473	473.0	ENSG00000080293	SCTR
474	474.0	ENSG00000108702	CCL1
475	475.0	ENSG00000172156	CCL11
476	476.0	ENSG00000181374	CCL13
477	477.0	ENSG00000276409	CCL14
478	478.0	ENSG00000275718	CCL15
479	479.0	ENSG00000275152	CCL16
480	480.0	ENSG00000102970	CCL17
481	481.0	ENSG00000275385	CCL18
482	482.0	ENSG00000172724	CCL19
483	483.0	ENSG00000108691	CCL2
484	484.0	ENSG00000115009	CCL20
485	485.0	ENSG00000106605	BLVRA
486	486.0	ENSG00000137077	CCL21
487	487.0	ENSG00000102962	CCL22
488	488.0	ENSG00000274736	CCL23
489	489.0	ENSG00000106178	CCL24
490	490.0	ENSG00000131142	CCL25
491	491.0	ENSG00000006606	CCL26
492	492.0	ENSG00000213927	CCL27
493	493.0	ENSG00000277632	CCL3
494	494.0	ENSG00000277796	CCL3L1
495	495.0	ENSG00000090013	BLVRB
496	496.0	ENSG00000275302	CCL4
497	497.0	ENSG00000271503	CCL5
498	498.0	ENSG00000108688	CCL7
499	499.0	ENSG00000108700	CCL8
500	500.0	ENSG00000169245	CXCL10
501	501.0	ENSG00000169248	CXCL11
502	502.0	ENSG00000156234	CXCL13
503	503.0	ENSG00000145824	CXCL14
504	504.0	ENSG00000250339	CXCL1P1
505	505.0	ENSG00000163735	CXCL5
506	506.0	ENSG00000124875	CXCL6
507	507.0	ENSG00000143184	XCL1
508	508.0	ENSG00000143185	XCL2
509	509.0	ENSG00000006210	CX3CL1
510	510.0	ENSG00000164022	AIMP1
511	511.0	ENSG00000117475	BLZF1
512	512.0	ENSG00000115884	SDC1
513	513.0	ENSG00000169439	SDC2
514	514.0	ENSG00000168283	BMI1
515	515.0	ENSG00000162512	SDC3
516	516.0	ENSG00000124145	SDC4
517	517.0	ENSG00000137575	SDCBP
518	518.0	ENSG00000165525	NEMF
519	519.0	ENSG00000153015	CWC27
520	520.0	ENSG00000156697	UTP14A
521	521.0	ENSG00000214530	STARD10
522	522.0	ENSG00000165689	ENTR1
523	523.0	ENSG00000188747	NOXA1
524	524.0	ENSG00000179981	TSHZ1
525	525.0	ENSG00000168487	BMP1
526	526.0	ENSG00000054282	SDCCAG8
527	527.0	ENSG00000107562	CXCL12
528	528.0	ENSG00000132581	SDF2
529	529.0	ENSG00000128228	SDF2L1
530	530.0	ENSG00000130385	BMP15
531	531.0	ENSG00000073578	SDHA
532	532.0	ENSG00000117118	SDHB
533	533.0	ENSG00000143252	SDHC
534	534.0	ENSG00000204370	SDHD
535	535.0	ENSG00000267162	SDHDP1
536	536.0	ENSG00000227073	SDHDP2
537	537.0	ENSG00000244381	SDHDP3
538	538.0	ENSG00000236930	SDHDP4
539	539.0	ENSG00000229744	SDHDP5
540	540.0	ENSG00000224183	SDHDP6
541	541.0	ENSG00000125845	BMP2
542	542.0	ENSG00000168497	CAVIN2
543	543.0	ENSG00000135094	SDS
544	544.0	ENSG00000070367	EXOC5
545	545.0	ENSG00000157020	SEC13
546	546.0	ENSG00000129657	SEC14L1
547	547.0	ENSG00000100003	SEC14L2
548	548.0	ENSG00000152785	BMP3
549	549.0	ENSG00000265808	SEC22B
550	550.0	ENSG00000100934	SEC23A
551	551.0	ENSG00000101310	SEC23B
552	552.0	ENSG00000113615	SEC24A
553	553.0	ENSG00000138802	SEC24B
554	554.0	ENSG00000176986	SEC24C
555	555.0	ENSG00000150961	SEC24D
556	556.0	ENSG00000141574	SECTM1
557	557.0	ENSG00000125378	BMP4
558	558.0	ENSG00000256060	TRAPPC2B
559	559.0	ENSG00000253124	TRAPPC2P2
560	560.0	ENSG00000224964	TRAPPC2P3
561	561.0	ENSG00000232914	TRAPPC2P4
562	562.0	ENSG00000225256	TRAPPC2P5
563	563.0	ENSG00000249606	TRAPPC2P7
564	564.0	ENSG00000071537	SEL1L
565	565.0	ENSG00000007908	SELE
566	566.0	ENSG00000143416	SELENBP1
567	567.0	ENSG00000112175	BMP5
568	568.0	ENSG00000188404	SELL
569	569.0	ENSG00000174175	SELP
570	570.0	ENSG00000110876	SELPLG
571	571.0	ENSG00000075213	SEMA3A
572	572.0	ENSG00000012171	SEMA3B
573	573.0	ENSG00000075223	SEMA3C
574	574.0	ENSG00000153993	SEMA3D
575	575.0	ENSG00000170381	SEMA3E
576	576.0	ENSG00000001617	SEMA3F
577	577.0	ENSG00000196189	SEMA4A
578	578.0	ENSG00000153162	BMP6
579	579.0	ENSG00000185033	SEMA4B
580	580.0	ENSG00000168758	SEMA4C
581	581.0	ENSG00000187764	SEMA4D
582	582.0	ENSG00000135622	SEMA4F
583	583.0	ENSG00000095539	SEMA4G
584	584.0	ENSG00000112902	SEMA5A
585	585.0	ENSG00000082684	SEMA5B
586	586.0	ENSG00000092421	SEMA6A
587	587.0	ENSG00000167680	SEMA6B
588	588.0	ENSG00000101144	BMP7
589	589.0	ENSG00000143434	SEMA6C
590	590.0	ENSG00000138623	SEMA7A
591	591.0	ENSG00000124233	SEMG1
592	592.0	ENSG00000124157	SEMG2
593	593.0	ENSG00000116985	BMP8B
594	594.0	ENSG00000100167	SEPTIN3
595	595.0	ENSG00000250722	SELENOP
596	596.0	ENSG00000178980	SELENOW
597	597.0	ENSG00000215900	SELENOWP1
598	598.0	ENSG00000172058	SERF1A
599	599.0	ENSG00000205572	SERF1B
600	600.0	ENSG00000140264	SERF2
601	601.0	ENSG00000120742	SERP1
602	602.0	ENSG00000107779	BMPR1A
603	603.0	ENSG00000119335	SET
604	604.0	ENSG00000143379	SETDB1
605	605.0	ENSG00000170364	SETMAR
606	606.0	ENSG00000100095	SEZ6L
607	607.0	ENSG00000099995	SF3A1
608	608.0	ENSG00000104897	SF3A2
609	609.0	ENSG00000183431	SF3A3
610	610.0	ENSG00000115524	SF3B1
611	611.0	ENSG00000087365	SF3B2
612	612.0	ENSG00000138696	BMPR1B
613	613.0	ENSG00000189091	SF3B3
614	614.0	ENSG00000143368	SF3B4
615	615.0	ENSG00000175793	SFN
616	616.0	ENSG00000116560	SFPQ
617	617.0	ENSG00000224035	SFPQP1
618	618.0	ENSG00000104332	SFRP1
619	619.0	ENSG00000145423	SFRP2
620	620.0	ENSG00000106483	SFRP4
621	621.0	ENSG00000120057	SFRP5
622	622.0	ENSG00000204217	BMPR2
623	623.0	ENSG00000136450	SRSF1
624	624.0	ENSG00000136527	TRA2B
625	625.0	ENSG00000116754	SRSF11
626	626.0	ENSG00000161547	SRSF2
627	627.0	ENSG00000139218	SCAF11
628	628.0	ENSG00000112081	SRSF3
629	629.0	ENSG00000116350	SRSF4
630	630.0	ENSG00000100650	SRSF5
631	631.0	ENSG00000124193	SRSF6
632	632.0	ENSG00000115875	SRSF7
633	633.0	ENSG00000102010	BMX
634	634.0	ENSG00000061936	SFSWAP
635	635.0	ENSG00000111786	SRSF9
636	636.0	ENSG00000214867	SRSF9P1
637	637.0	ENSG00000122852	SFTPA1
638	638.0	ENSG00000185303	SFTPA2
639	639.0	ENSG00000087085	ACHE
640	640.0	ENSG00000168495	POLR3D
641	641.0	ENSG00000225827	SFTPA3P
642	642.0	ENSG00000168878	SFTPB
643	643.0	ENSG00000168484	SFTPC
644	644.0	ENSG00000133661	SFTPD
645	645.0	ENSG00000108823	SGCA
646	646.0	ENSG00000163069	SGCB
647	647.0	ENSG00000170624	SGCD
648	648.0	ENSG00000127990	SGCE
649	649.0	ENSG00000102683	SGCG
650	650.0	ENSG00000169594	BNC1
651	651.0	ENSG00000118515	SGK1
652	652.0	ENSG00000104205	SGK3
653	653.0	ENSG00000166922	SCG5
654	654.0	ENSG00000166224	SGPL1
655	655.0	ENSG00000181523	SGSH
656	656.0	ENSG00000104969	SGTA
657	657.0	ENSG00000113734	BNIP1
658	658.0	ENSG00000183918	SH2D1A
659	659.0	ENSG00000027869	SH2D2A
660	660.0	ENSG00000185437	SH3BGR
661	661.0	ENSG00000131171	SH3BGRL
662	662.0	ENSG00000100092	SH3BP1
663	663.0	ENSG00000087266	SH3BP2
664	664.0	ENSG00000130147	SH3BP4
665	665.0	ENSG00000131370	SH3BP5
